|         535 |   65 | Male   | Gloves         | Accessories |              72 | Florida        | L    | Pink      | Fall   |           4.5 | Yes      | Next Day Air   | Yes              |                  4 | PayPal         | Quarterly              | Senior      |                      90 |
|         289 |              62 | low spender   |
|         290 |              85 | low spender   |
|         291 |              33 | low spender   |
|         292 |              26 | low spender   |
|         293 |              99 | low spender   |
|         294 |              39 | low spender   |
|         295 |              20 | low spender   |
|         296 |              42 | low spender   |
|         297 |              74 | low spender   |
|         298 |              26 | low spender   |
|         299 |              53 | low spender   |
|         300 |              80 | low spender   |
|         301 |              98 | low spender   |
|         302 |              95 | low spender   |
|         303 |              44 | low spender   |
|         304 |              60 | low spender   |
|         305 |              84 | low spender   |
|         306 |              59 | low spender   |
|         307 |              49 | low spender   |
|         308 |              32 | low spender   |
|         309 |              29 | low spender   |
|         310 |              22 | low spender   |
|         311 |              85 | low spender   |
|         312 |              52 | low spender   |
|         313 |              89 | low spender   |
|         314 |              77 | low spender   |
|         315 |              24 | low spender   |
|         316 |              24 | low spender   |
|         317 |              22 | low spender   |
|         318 |              82 | low spender   |
|         319 |              67 | low spender   |
|         320 |              74 | low spender   |
|         321 |              72 | low spender   |
|         322 |              36 | low spender   |
|         323 |              95 | low spender   |
|         324 |              78 | low spender   |
|         325 |              82 | low spender   |
|         326 |              70 | low spender   |
|         327 |              41 | low spender   |
|         328 |              42 | low spender   |
|         329 |              50 | low spender   |
|         330 |              31 | low spender   |
|         331 |              51 | low spender   |
|         332 |              98 | low spender   |
